time,target,actual,control,source_label
0.000000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.050873829,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.098575818,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.150747907,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.200879595,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.254854337,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.300907311,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.353244614,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.400525263,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.448506350,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.502721194,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.548991094,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.599630085,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.645018334,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.690077139,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.744143811,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.791324067,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.843198729,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.889845707,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.944741493,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.996155447,0.000000000,0.000000000,0.000000000,解析函数合成数据
1.049610498,1.000000000,0.068419003,0.400000000,解析函数合成数据
1.103922908,1.000000000,0.137966630,0.400000000,解析函数合成数据
1.154709341,1.000000000,0.198294018,0.400000000,解析函数合成数据
1.200683436,1.000000000,0.249256044,0.400000000,解析函数合成数据
1.249641883,1.000000000,0.299969422,0.400000000,解析函数合成数据
1.300892298,1.000000000,0.349390811,0.400000000,解析函数合成数据
1.353168902,1.000000000,0.396208901,0.400000000,解析函数合成数据
1.404823031,1.000000000,0.439159437,0.400000000,解析函数合成数据
1.451058070,1.000000000,0.475006119,0.400000000,解析函数合成数据
1.501939707,1.000000000,0.511812988,0.400000000,解析函数合成数据
1.552595694,1.000000000,0.545892997,0.400000000,解析函数合成数据
1.598077220,1.000000000,0.574459872,0.400000000,解析函数合成数据
1.646966726,1.000000000,0.603166380,0.400000000,解析函数合成数据
1.699193517,1.000000000,0.631696474,0.400000000,解析函数合成数据
1.746009422,1.000000000,0.655522928,0.400000000,解析函数合成数据
1.793029115,1.000000000,0.677901776,0.400000000,解析函数合成数据
1.843582388,1.000000000,0.700343271,0.400000000,解析函数合成数据
1.891288312,1.000000000,0.720084923,0.400000000,解析函数合成数据
1.941822175,1.000000000,0.739580178,0.400000000,解析函数合成数据
1.991957930,1.000000000,0.757579815,0.400000000,解析函数合成数据
2.037615823,1.000000000,0.772887166,0.400000000,解析函数合成数据
2.084913621,1.000000000,0.787725834,0.400000000,解析函数合成数据
2.138629193,1.000000000,0.803405713,0.400000000,解析函数合成数据
2.191361089,1.000000000,0.817671343,0.400000000,解析函数合成数据
2.245001500,1.000000000,0.831121131,0.400000000,解析函数合成数据
2.297429267,1.000000000,0.843307561,0.400000000,解析函数合成数据
2.349768915,1.000000000,0.854596306,0.400000000,解析函数合成数据
2.398738661,1.000000000,0.864420635,0.400000000,解析函数合成数据
2.444102669,1.000000000,0.872928304,0.400000000,解析函数合成数据
2.490049448,1.000000000,0.881001224,0.400000000,解析函数合成数据
2.541510696,1.000000000,0.889435712,0.400000000,解析函数合成数据
2.593548866,1.000000000,0.897357005,0.400000000,解析函数合成数据
2.640596741,1.000000000,0.904029040,0.400000000,解析函数合成数据
2.693772227,1.000000000,0.911049444,0.400000000,解析函数合成数据
2.748591246,1.000000000,0.917749638,0.400000000,解析函数合成数据
2.796395105,1.000000000,0.923179114,0.400000000,解析函数合成数据
2.843002608,1.000000000,0.928127450,0.400000000,解析函数合成数据
2.896395081,1.000000000,0.933405669,0.400000000,解析函数合成数据
2.951374740,1.000000000,0.938436013,0.400000000,解析函数合成数据
3.151374740,1.000000000,0.953736061,0.400000000,解析函数合成数据
3.204783420,1.000000000,0.957134613,0.400000000,解析函数合成数据
3.258088564,1.000000000,0.960277631,0.400000000,解析函数合成数据
3.307040249,1.000000000,0.962960552,0.400000000,解析函数合成数据
3.352311490,1.000000000,0.965280194,0.400000000,解析函数合成数据
3.405591273,1.000000000,0.967824789,0.400000000,解析函数合成数据
3.456139531,1.000000000,0.970066312,0.400000000,解析函数合成数据
3.510783961,1.000000000,0.972314161,0.400000000,解析函数合成数据
3.565420948,1.000000000,0.974392937,0.400000000,解析函数合成数据
3.618312811,1.000000000,0.976256510,0.400000000,解析函数合成数据
3.667117469,1.000000000,0.977855537,0.400000000,解析函数合成数据
3.713033013,1.000000000,0.979261459,0.400000000,解析函数合成数据
3.764711183,1.000000000,0.980737352,0.400000000,解析函数合成数据
3.814359562,1.000000000,0.982056254,0.400000000,解析函数合成数据
3.865820162,1.000000000,0.983328070,0.400000000,解析函数合成数据
3.913723084,1.000000000,0.984430814,0.400000000,解析函数合成数据
3.965329278,1.000000000,0.985537334,0.400000000,解析函数合成数据
4.014392536,1.000000000,0.986516318,0.400000000,解析函数合成数据
4.068777915,1.000000000,0.987524249,0.400000000,解析函数合成数据
4.123600967,1.000000000,0.988464051,0.400000000,解析函数合成数据
4.174966737,1.000000000,0.989280243,0.400000000,解析函数合成数据
4.224182960,1.000000000,0.990008051,0.400000000,解析函数合成数据
4.274627383,1.000000000,0.990702773,0.400000000,解析函数合成数据
4.327973776,1.000000000,0.991384981,0.400000000,解析函数合成数据
4.375025651,1.000000000,0.991945024,0.400000000,解析函数合成数据
4.421135112,1.000000000,0.992458513,0.400000000,解析函数合成数据
4.474705199,1.000000000,0.993014122,0.400000000,解析函数合成数据
4.520223150,1.000000000,0.993453929,0.400000000,解析函数合成数据
4.573405098,1.000000000,0.993932839,0.400000000,解析函数合成数据
4.621227944,1.000000000,0.994333495,0.400000000,解析函数合成数据
4.675795797,1.000000000,0.994758444,0.400000000,解析函数合成数据
4.722018200,1.000000000,0.995093375,0.400000000,解析函数合成数据
4.773461595,1.000000000,0.995441034,0.400000000,解析函数合成数据
4.827068108,1.000000000,0.995777129,0.400000000,解析函数合成数据
4.875051368,1.000000000,0.996056898,0.400000000,解析函数合成数据
4.925239575,1.000000000,0.996329712,0.400000000,解析函数合成数据
4.972775841,1.000000000,0.996570683,0.400000000,解析函数合成数据
5.027087560,1.000000000,0.996826697,0.400000000,解析函数合成数据
5.080748550,1.000000000,0.997060867,0.400000000,解析函数合成数据
5.128586563,1.000000000,0.997255018,0.400000000,解析函数合成数据
5.179834355,1.000000000,0.997448801,0.400000000,解析函数合成数据
5.232992272,1.000000000,0.997635366,0.400000000,解析函数合成数据
5.283413719,1.000000000,0.997799702,0.400000000,解析函数合成数据
5.333827783,1.000000000,0.997952596,0.400000000,解析函数合成数据
5.388396728,1.000000000,0.998106140,0.400000000,解析函数合成数据
5.440244502,1.000000000,0.998241346,0.400000000,解析函数合成数据
5.487943645,1.000000000,0.998357192,0.400000000,解析函数合成数据
5.535792203,1.000000000,0.998465734,0.400000000,解析函数合成数据
5.583142441,1.000000000,0.998566084,0.400000000,解析函数合成数据
5.638139978,1.000000000,0.998674432,0.400000000,解析函数合成数据
5.685361318,1.000000000,0.998760904,0.400000000,解析函数合成数据
5.735637447,1.000000000,0.998846779,0.400000000,解析函数合成数据
5.788300744,1.000000000,0.998930356,0.400000000,解析函数合成数据
5.833547523,1.000000000,0.998997309,0.400000000,解析函数合成数据
5.883037031,1.000000000,0.999065751,0.400000000,解析函数合成数据
5.928994662,1.000000000,0.999125117,0.400000000,解析函数合成数据
5.975706165,1.000000000,0.999181594,0.400000000,解析函数合成数据
6.030406257,1.000000000,0.999243112,0.400000000,解析函数合成数据
6.076037143,1.000000000,0.999290877,0.400000000,解析函数合成数据
6.122349378,1.000000000,0.999336275,0.400000000,解析函数合成数据
6.172594819,1.000000000,0.999382247,0.400000000,解析函数合成数据
