time,target,actual,control,source_label
0.000000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.100000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.200000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.300000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.400000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.500000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.600000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.700000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.800000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
0.900000000,0.000000000,0.000000000,0.000000000,解析函数合成数据
1.000000000,1.000000000,0.000000000,0.400000000,解析函数合成数据
1.100000000,1.000000000,0.133122100,0.400000000,解析函数合成数据
1.200000000,1.000000000,0.248522707,0.400000000,解析函数合成数据
1.300000000,1.000000000,,0.400000000,解析函数合成数据
1.400000000,1.000000000,0.435281878,0.400000000,解析函数合成数据
1.500000000,1.000000000,0.510458340,0.400000000,解析函数合成数据
1.600000000,1.000000000,0.575627154,0.400000000,解析函数合成数据
1.700000000,1.000000000,0.632120559,0.400000000,解析函数合成数据
1.800000000,1.000000000,0.681093443,0.400000000,解析函数合成数据
1.900000000,1.000000000,0.723546953,0.400000000,解析函数合成数据
2.000000000,not-a-number,0.760348964,0.400000000,解析函数合成数据
2.100000000,1.000000000,0.792251813,0.400000000,解析函数合成数据
2.200000000,1.000000000,0.819907688,0.400000000,解析函数合成数据
2.300000000,1.000000000,0.843881955,0.400000000,解析函数合成数据
2.400000000,1.000000000,0.864664717,0.400000000,解析函数合成数据
2.500000000,1.000000000,0.882680834,0.400000000,解析函数合成数据
2.600000000,1.000000000,0.898298608,0.400000000,解析函数合成数据
2.700000000,1.000000000,0.911837311,inf,解析函数合成数据
2.800000000,1.000000000,0.923573713,0.400000000,解析函数合成数据
2.900000000,1.000000000,0.933747741,0.400000000,解析函数合成数据
3.000000000,1.000000000,0.942567381,0.400000000,解析函数合成数据
3.100000000,1.000000000,0.950212932,0.400000000,解析函数合成数据
3.200000000,1.000000000,0.956840691,0.400000000,解析函数合成数据
,1.000000000,0.962586149,0.400000000,解析函数合成数据
3.400000000,1.000000000,0.967566759,0.400000000,解析函数合成数据
3.500000000,1.000000000,0.971884340,0.400000000,解析函数合成数据
3.600000000,1.000000000,0.975627156,0.400000000,解析函数合成数据
3.700000000,1.000000000,0.978871720,0.400000000,解析函数合成数据
3.800000000,1.000000000,0.981684361,0.400000000,解析函数合成数据
3.800000000,1.000000000,0.984122577,0.400000000,解析函数合成数据
4.000000000,1.000000000,0.986236213,0.400000000,解析函数合成数据
4.100000000,1.000000000,0.988068477,0.400000000,解析函数合成数据
4.200000000,1.000000000,0.989656827,0.400000000,解析函数合成数据
4.300000000,1.000000000,0.991033732,0.400000000,解析函数合成数据
4.400000000,1.000000000,0.992227340,0.400000000,解析函数合成数据
4.500000000,1.000000000,0.993262053,0.400000000,解析函数合成数据
4.600000000,1.000000000,0.994159023,0.400000000,解析函数合成数据
4.700000000,1.000000000,0.994936586,0.400000000,解析函数合成数据
0.000000000,1.000000000,0.995610638,0.400000000,解析函数合成数据
0.100000000,1.000000000,0.996194959,0.400000000,解析函数合成数据
0.200000000,1.000000000,0.996701494,0.400000000,解析函数合成数据
0.300000000,1.000000000,0.997140598,0.400000000,解析函数合成数据
0.400000000,1.000000000,0.997521248,0.400000000,解析函数合成数据
0.500000000,1.000000000,0.997851225,0.400000000,解析函数合成数据
0.600000000,1.000000000,0.998137274,0.400000000,解析函数合成数据
0.700000000,1.000000000,0.998385244,0.400000000,解析函数合成数据
0.800000000,1.000000000,0.998600204,0.400000000,解析函数合成数据
0.900000000,1.000000000,0.998786548,0.400000000,解析函数合成数据
1.000000000,1.000000000,0.998948085,0.400000000,解析函数合成数据
1.100000000,1.000000000,0.999088118,0.400000000,解析函数合成数据
1.200000000,1.000000000,0.999209510,0.400000000,解析函数合成数据
